1 1011
2 1015
3 1034
4 1034
5 1047
6 1057
7 1065
8 1065
9 1077
10 1077
11 1091
12 1107
13 1109
14 1113
15 1116
16 1117
17 1127
18 1133
19 1138
20 1140
21 1145
22 1150
23 1152
24 1152
25 1163
26 1163
27 1171
28 1171
29 1174
30 1187
31 1196
32 1206
33 1218
34 1233
35 1233
36 1238
37 1277
38 1305
39 1308
40 1333
41 1376
42 1469
43 1469
44 1525
45 1576
46 1613
47 1622
48 1651
49 1671
50 1678
51 1722
52 1723
53 1730
54 1772
55 1797
56 1814
57 1840
58 1848
59 1853
60 1875
61 1887
62 1900
63 1918
64 1936
65 1944
66 1965
67 1986
68 1986
